# 
# Tseq = 1.6281
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  1.7511 		1		  0.929758		0.929758
10 	  0.216 		8.10694		  7.5375		0.75375
19 	  0.16 		10.9444		  10.1756		0.535559
28 	  0.151 		11.5967		  10.7821		0.385076
37 	  0.158 		11.0829		  10.3044		0.278498
46 	  0.152 		11.5204		  10.7112		0.232852
55 	  0.162 		10.8093		  10.05		0.182727
64 	  0.17 		10.3006		  9.57706		0.149642
73 	  0.164 		10.6774		  9.92744		0.135992
82 	  0.176 		9.94943		  9.25057		0.112812
91 	  0.188 		9.31436		  8.66011		0.095166
