# 
# Tseq = 1.6281
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  1.7511 		1		  0.929758		0.929758
2 	  0.971 		1.8034		  1.67673		0.838363
3 	  0.722 		2.42535		  2.25499		0.751662
4 	  0.71 		2.46634		  2.2931		0.573275
5 	  0.678 		2.58274		  2.40133		0.480265
6 	  0.458 		3.82336		  3.5548		0.592467
7 	  0.29 		6.03828		  5.61414		0.80202
8 	  0.255 		6.86706		  6.38471		0.798088
9 	  0.238 		7.35756		  6.84076		0.760084
10 	  0.223 		7.85247		  7.3009		0.73009
11 	  0.2 		8.7555		  8.1405		0.740045
12 	  0.208 		8.41875		  7.8274		0.652284
13 	  0.196 		8.93418		  8.30663		0.638972
14 	  0.175 		10.0063		  9.30343		0.664531
15 	  0.168 		10.4232		  9.69107		0.646071
16 	  0.169 		10.3615		  9.63373		0.602108
17 	  0.167 		10.4856		  9.7491		0.573477
18 	  0.155 		11.2974		  10.5039		0.583548
19 	  0.156 		11.225		  10.4365		0.549291
20 	  0.163 		10.7429		  9.98834		0.499417
21 	  0.161 		10.8764		  10.1124		0.481544
22 	  0.158 		11.0829		  10.3044		0.468383
23 	  0.155 		11.2974		  10.5039		0.45669
24 	  0.156 		11.225		  10.4365		0.434856
25 	  0.153 		11.4451		  10.6412		0.425647
26 	  0.151 		11.5967		  10.7821		0.414697
27 	  0.154 		11.3708		  10.5721		0.391558
28 	  0.153 		11.4451		  10.6412		0.380042
29 	  0.145 		12.0766		  11.2283		0.387182
30 	  0.158 		11.0829		  10.3044		0.343481
31 	  0.149 		11.7523		  10.9268		0.352479
32 	  0.153 		11.4451		  10.6412		0.332537
33 	  0.157 		11.1535		  10.3701		0.314244
34 	  0.149 		11.7523		  10.9268		0.321378
35 	  0.163 		10.7429		  9.98834		0.285381
36 	  0.155 		11.2974		  10.5039		0.291774
37 	  0.159 		11.0132		  10.2396		0.276747
38 	  0.145 		12.0766		  11.2283		0.295481
39 	  0.17 		10.3006		  9.57706		0.245566
40 	  0.153 		11.4451		  10.6412		0.266029
41 	  0.156 		11.225		  10.4365		0.25455
42 	  0.159 		11.0132		  10.2396		0.243801
43 	  0.158 		11.0829		  10.3044		0.239638
44 	  0.161 		10.8764		  10.1124		0.229828
45 	  0.166 		10.5488		  9.80783		0.217952
46 	  0.151 		11.5967		  10.7821		0.234394
47 	  0.166 		10.5488		  9.80783		0.208677
48 	  0.159 		11.0132		  10.2396		0.213325
49 	  0.153 		11.4451		  10.6412		0.217167
50 	  0.159 		11.0132		  10.2396		0.204792
51 	  0.166 		10.5488		  9.80783		0.19231
