# 
# Tseq = 65.9787
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  70.4867 		1		  0.936045		0.936045
10 	  7.9487 		8.8677		  8.30056		0.830056
19 	  4.8514 		14.5291		  13.5999		0.715786
28 	  4.2344 		16.6462		  15.5816		0.556485
37 	  4.1134 		17.1359		  16.0399		0.433512
46 	  3.9414 		17.8837		  16.7399		0.363911
55 	  4.0674 		17.3297		  16.2213		0.294934
64 	  4.2633 		16.5334		  15.476		0.241812
73 	  4.1554 		16.9627		  15.8778		0.217504
82 	  4.0634 		17.3467		  16.2373		0.198016
91 	  4.1474 		16.9954		  15.9084		0.174818
100 	  4.1814 		16.8572		  15.7791		0.157791
 executing farm code
1 	  65.8384 		1		  1.00213		1.00213
10 	  7.65578 		8.59983		  8.61816		0.861816
19 	  3.84378 		17.1286		  17.1651		0.903424
28 	  2.62215 		25.1086		  25.1621		0.898645
37 	  2.02334 		32.5395		  32.6088		0.881319
46 	  1.64833 		39.9425		  40.0276		0.870165
55 	  1.36978 		48.0649		  48.1674		0.87577
64 	  1.27171 		51.7716		  51.8819		0.810654
73 	  1.17834 		55.8739		  55.9929		0.767026
82 	  1.07041 		61.5076		  61.6387		0.751692
91 	  1.00874 		65.268		  65.407		0.718759
100 	  0.941207 		69.951		  70.1001		0.701001
