# 
# Tseq = 1.6281
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  1.7521 		1		  0.929228		0.929228
2 	  0.975 		1.79703		  1.66985		0.834923
3 	  0.722 		2.42673		  2.25499		0.751662
4 	  0.711 		2.46428		  2.28987		0.572468
5 	  0.68 		2.57662		  2.39426		0.478853
6 	  0.449 		3.90223		  3.62606		0.604343
7 	  0.284 		6.16937		  5.73275		0.818964
8 	  0.26 		6.73885		  6.26192		0.78274
9 	  0.233 		7.51974		  6.98755		0.776395
10 	  0.23 		7.61783		  7.0787		0.70787
11 	  0.211 		8.30379		  7.71611		0.701465
12 	  0.19 		9.22158		  8.56895		0.714079
13 	  0.187 		9.36952		  8.70642		0.669724
14 	  0.18 		9.73389		  9.045		0.646071
15 	  0.177 		9.89887		  9.19831		0.61322
16 	  0.166 		10.5548		  9.80783		0.612989
17 	  0.163 		10.7491		  9.98834		0.58755
18 	  0.167 		10.4916		  9.7491		0.541617
19 	  0.162 		10.8154		  10.05		0.528947
20 	  0.152 		11.527		  10.7112		0.535559
21 	  0.158 		11.0892		  10.3044		0.490687
22 	  0.157 		11.1599		  10.3701		0.471367
23 	  0.164 		10.6835		  9.92744		0.431628
24 	  0.155 		11.3039		  10.5039		0.437661
25 	  0.157 		11.1599		  10.3701		0.414803
26 	  0.151 		11.6033		  10.7821		0.414697
27 	  0.162 		10.8154		  10.05		0.372222
28 	  0.154 		11.3773		  10.5721		0.377574
29 	  0.161 		10.8826		  10.1124		0.348704
30 	  0.154 		11.3773		  10.5721		0.352403
31 	  0.16 		10.9506		  10.1756		0.328246
32 	  0.146 		12.0007		  11.1514		0.34848
33 	  0.161 		10.8826		  10.1124		0.306437
34 	  0.15 		11.6807		  10.854		0.319235
35 	  0.173 		10.1277		  9.41098		0.268885
36 	  0.152 		11.527		  10.7112		0.297533
37 	  0.167 		10.4916		  9.7491		0.263489
38 	  0.147 		11.919		  11.0755		0.291461
39 	  0.155 		11.3039		  10.5039		0.26933
40 	  0.145 		12.0834		  11.2283		0.280707
41 	  0.165 		10.6188		  9.86727		0.240665
42 	  0.156 		11.2314		  10.4365		0.248489
43 	  0.151 		11.6033		  10.7821		0.250747
44 	  0.158 		11.0892		  10.3044		0.234192
45 	  0.161 		10.8826		  10.1124		0.22472
46 	  0.168 		10.4292		  9.69107		0.210675
47 	  0.159 		11.0195		  10.2396		0.217864
48 	  0.15 		11.6807		  10.854		0.226125
