# 
# Tseq = 1.6271
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  1.7511 		1		  0.929187		0.929187
2 	  0.974 		1.79784		  1.67053		0.835267
3 	  0.723 		2.42199		  2.25048		0.750161
4 	  0.706 		2.48031		  2.30467		0.576169
5 	  0.68 		2.57515		  2.39279		0.478559
6 	  0.444 		3.94392		  3.66464		0.610773
7 	  0.295 		5.93593		  5.51559		0.787942
8 	  0.257 		6.81362		  6.33113		0.791391
9 	  0.231 		7.58052		  7.04372		0.782636
10 	  0.217 		8.06959		  7.49816		0.749816
11 	  0.203 		8.62611		  8.01527		0.728661
12 	  0.195 		8.98		  8.3441		0.695342
13 	  0.186 		9.41452		  8.74785		0.672911
14 	  0.186 		9.41452		  8.74785		0.624846
15 	  0.183 		9.56885		  8.89126		0.59275
16 	  0.15 		11.674		  10.8473		0.677958
17 	  0.177 		9.89322		  9.19266		0.540744
18 	  0.154 		11.3708		  10.5656		0.586977
19 	  0.158 		11.0829		  10.2981		0.542005
20 	  0.171 		10.2404		  9.5152		0.47576
21 	  0.152 		11.5204		  10.7046		0.509743
22 	  0.162 		10.8093		  10.0438		0.456538
23 	  0.144 		12.1604		  11.2993		0.491274
24 	  0.152 		11.5204		  10.7046		0.446025
25 	  0.153 		11.4451		  10.6346		0.425386
26 	  0.15 		11.674		  10.8473		0.417205
27 	  0.149 		11.7523		  10.9201		0.404449
28 	  0.154 		11.3708		  10.5656		0.377342
29 	  0.155 		11.2974		  10.4974		0.36198
30 	  0.157 		11.1535		  10.3637		0.345456
31 	  0.153 		11.4451		  10.6346		0.343053
32 	  0.156 		11.225		  10.4301		0.325942
33 	  0.146 		11.9938		  11.1445		0.337713
34 	  0.153 		11.4451		  10.6346		0.312784
35 	  0.162 		10.8093		  10.0438		0.286966
36 	  0.157 		11.1535		  10.3637		0.28788
37 	  0.156 		11.225		  10.4301		0.281895
38 	  0.163 		10.7429		  9.98221		0.26269
39 	  0.151 		11.5967		  10.7755		0.276295
40 	  0.16 		10.9444		  10.1694		0.254234
41 	  0.152 		11.5204		  10.7046		0.261088
42 	  0.159 		11.0132		  10.2333		0.243651
43 	  0.159 		11.0132		  10.2333		0.237984
44 	  0.162 		10.8093		  10.0438		0.228269
45 	  0.162 		10.8093		  10.0438		0.223196
46 	  0.155 		11.2974		  10.4974		0.228205
47 	  0.162 		10.8093		  10.0438		0.213698
48 	  0.161 		10.8764		  10.1062		0.210546
49 	  0.165 		10.6127		  9.86121		0.201249
50 	  0.158 		11.0829		  10.2981		0.205962
51 	  0.158 		11.0829		  10.2981		0.201924
52 	  0.157 		11.1535		  10.3637		0.199302
53 	  0.152 		11.5204		  10.7046		0.201974
54 	  0.163 		10.7429		  9.98221		0.184856
55 	  0.163 		10.7429		  9.98221		0.181495
56 	  0.174 		10.0638		  9.35115		0.166985
57 	  0.163 		10.7429		  9.98221		0.175126
58 	  0.163 		10.7429		  9.98221		0.172107
59 	  0.153 		11.4451		  10.6346		0.180248
60 	  0.154 		11.3708		  10.5656		0.176093
61 	  0.161 		10.8764		  10.1062		0.165676
62 	  0.162 		10.8093		  10.0438		0.161997
63 	  0.157 		11.1535		  10.3637		0.164503
64 	  0.177 		9.89322		  9.19266		0.143635
65 	  0.159 		11.0132		  10.2333		0.157436
66 	  0.162 		10.8093		  10.0438		0.152179
67 	  0.167 		10.4856		  9.74311		0.14542
68 	  0.159 		11.0132		  10.2333		0.15049
69 	  0.163 		10.7429		  9.98221		0.14467
70 	  0.171 		10.2404		  9.5152		0.135931
