# 
# Tseq = 13.1921
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  14.915 		1		  0.884485		0.884485
10 	  1.6931 		8.80928		  7.79168		0.779168
19 	  1.3991 		10.6604		  9.42899		0.496263
28 	  1.3931 		10.7063		  9.4696		0.3382
37 	  1.4491 		10.2926		  9.10365		0.246045
46 	  1.3131 		11.3586		  10.0465		0.218403
55 	  1.3041 		11.437		  10.1159		0.183925
64 	  1.3131 		11.3586		  10.0465		0.156977
73 	  1.4341 		10.4003		  9.19887		0.126012
82 	  1.4241 		10.4733		  9.26346		0.112969
91 	  1.4071 		10.5998		  9.37538		0.103026
100 	  1.3921 		10.714		  9.4764		0.094764
 executing farm code
1 	  14.6964 		1		  0.897642		0.897642
10 	  2.26586 		6.48601		  5.82212		0.582212
19 	  1.47007 		9.99707		  8.97379		0.472305
28 	  1.39107 		10.5648		  9.48342		0.338694
37 	  1.41783 		10.3654		  9.30443		0.251471
46 	  1.31385 		11.1858		  10.0408		0.218278
55 	  1.29948 		11.3094		  10.1518		0.184579
64 	  1.34161 		10.9543		  9.83304		0.153641
73 	  1.391 		10.5653		  9.4839		0.129916
82 	  1.32104 		11.1249		  9.98615		0.121782
91 	  1.31045 		11.2148		  10.0668		0.110625
100 	  1.30421 		11.2684		  10.115		0.10115
