# 
# Tseq = 13.1021
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  13.8561 		1		  0.945584		0.945584
2 	  8.5438 		1.62177		  1.53352		0.766761
3 	  7.0536 		1.9644		  1.85751		0.619168
4 	  5.3195 		2.60477		  2.46303		0.615758
5 	  4.9554 		2.79616		  2.644		0.528801
6 	  4.8484 		2.85787		  2.70236		0.450393
7 	  3.3593 		4.1247		  3.90025		0.557178
8 	  2.1122 		6.56003		  6.20306		0.775382
9 	  1.8922 		7.32275		  6.92427		0.769363
10 	  2.0622 		6.71909		  6.35346		0.635346
11 	  2.052 		6.75249		  6.38504		0.580458
12 	  1.5211 		9.10926		  8.61357		0.717797
13 	  1.471 		9.41951		  8.90693		0.685149
14 	  1.4361 		9.64842		  9.12339		0.651671
15 	  1.4711 		9.41887		  8.90633		0.593755
16 	  1.3611 		10.1801		  9.62611		0.601632
17 	  1.2141 		11.4127		  10.7916		0.634801
18 	  1.2071 		11.4788		  10.8542		0.603011
19 	  1.2061 		11.4884		  10.8632		0.571747
20 	  1.1561 		11.9852		  11.333		0.566651
21 	  1.3711 		10.1058		  9.5559		0.455043
22 	  1.5591 		8.88724		  8.40363		0.381983
23 	  1.5021 		9.22449		  8.72252		0.37924
24 	  1.1641 		11.9028		  11.2551		0.468964
25 	  1.1521 		12.0268		  11.3724		0.454895
26 	  1.1641 		11.9028		  11.2551		0.43289
27 	  1.3081 		10.5925		  10.0161		0.370968
28 	  1.1531 		12.0164		  11.3625		0.405804
29 	  1.1431 		12.1215		  11.4619		0.395238
30 	  1.291 		10.7328		  10.1488		0.338293
31 	  1.1561 		11.9852		  11.333		0.365581
32 	  1.1511 		12.0373		  11.3822		0.355695
33 	  1.2091 		11.4598		  10.8362		0.328371
34 	  1.1871 		11.6722		  11.0371		0.32462
35 	  1.151 		12.0383		  11.3832		0.325235
36 	  1.3041 		10.625		  10.0469		0.279079
37 	  1.1471 		12.0792		  11.4219		0.308701
38 	  1.2111 		11.4409		  10.8183		0.284693
39 	  1.1581 		11.9645		  11.3134		0.290088
40 	  1.191 		11.634		  11.0009		0.275023
41 	  1.1591 		11.9542		  11.3037		0.2757
42 	  1.3061 		10.6088		  10.0315		0.238844
43 	  1.2671 		10.9353		  10.3402		0.24047
44 	  1.2061 		11.4884		  10.8632		0.246891
45 	  1.1541 		12.006		  11.3527		0.252281
46 	  1.2971 		10.6824		  10.1011		0.219589
47 	  1.3061 		10.6088		  10.0315		0.213435
48 	  1.1451 		12.1003		  11.4419		0.238373
49 	  1.31 		10.5772		  10.0016		0.204114
50 	  1.1471 		12.0792		  11.4219		0.228439
51 	  1.3011 		10.6495		  10.07		0.197451
52 	  1.2361 		11.2095		  10.5995		0.203837
