# 
# Tseq = 2.3892
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  2.5912 		1		  0.922044		0.922044
10 	  0.437 		5.92952		  5.46728		0.546728
19 	  0.199 		13.0211		  12.006		0.631896
28 	  0.195 		13.2882		  12.2523		0.437582
37 	  0.205 		12.64		  11.6546		0.31499
46 	  0.205 		12.64		  11.6546		0.253362
55 	  0.209 		12.3981		  11.4316		0.207847
64 	  0.208 		12.4577		  11.4865		0.179477
73 	  0.208 		12.4577		  11.4865		0.15735
82 	  0.214 		12.1084		  11.1645		0.136152
91 	  0.211 		12.2806		  11.3232		0.124431
100 	  0.211 		12.2806		  11.3232		0.113232
 executing farm code
1 	  2.22992 		1		  1.07143		1.07143
10 	  0.388612 		5.73817		  6.14803		0.614803
19 	  0.368116 		6.05766		  6.49035		0.341597
28 	  0.283824 		7.8567		  8.41789		0.300639
37 	  0.269101 		8.28655		  8.87845		0.239958
46 	  0.254015 		8.77869		  9.40574		0.204473
55 	  0.282819 		7.88462		  8.44781		0.153596
64 	  0.279572 		7.97619		  8.54592		0.13353
73 	  0.276351 		8.06916		  8.64553		0.118432
82 	  0.287748 		7.74956		  8.3031		0.101257
91 	  0.323399 		6.89526		  7.38778		0.0811844
100 	  0.314221 		7.09666		  7.60357		0.0760357
