# 
# Tseq = 2.3222
# 
NW 	|	TIME	|	SCALAB	|	SPEEDUP 	|	EFFICIENZA

 executing parallel code with thread
1 	  2.5822 		1		  0.899311		0.899311
2 	  1.6281 		1.58602		  1.42633		0.713163
3 	  1.008 		2.56171		  2.30377		0.767923
4 	  0.9181 		2.81255		  2.52935		0.632339
5 	  0.639 		4.041		  3.63412		0.726823
6 	  0.669 		3.85979		  3.47115		0.578525
7 	  0.622 		4.15145		  3.73344		0.533349
8 	  0.586 		4.40648		  3.9628		0.49535
9 	  0.323 		7.99443		  7.18947		0.79883
10 	  0.254 		10.1661		  9.14252		0.914252
11 	  0.273 		9.45861		  8.50623		0.773293
12 	  0.284 		9.09225		  8.17676		0.681397
13 	  0.239 		10.8042		  9.71632		0.747409
14 	  0.245 		10.5396		  9.47837		0.677026
15 	  0.234 		11.035		  9.92393		0.661595
16 	  0.244 		10.5828		  9.51721		0.594826
17 	  0.239 		10.8042		  9.71632		0.571548
18 	  0.212 		12.1802		  10.9538		0.608543
19 	  0.229 		11.276		  10.1406		0.533716
20 	  0.221 		11.6842		  10.5077		0.525385
21 	  0.217 		11.8995		  10.7014		0.50959
22 	  0.215 		12.0102		  10.8009		0.490951
23 	  0.21 		12.2962		  11.0581		0.480787
24 	  0.21 		12.2962		  11.0581		0.460754
25 	  0.21 		12.2962		  11.0581		0.442324
26 	  0.209 		12.355		  11.111		0.427346
27 	  0.209 		12.355		  11.111		0.411519
28 	  0.209 		12.355		  11.111		0.396822
29 	  0.209 		12.355		  11.111		0.383138
30 	  0.207 		12.4744		  11.2184		0.373945
31 	  0.207 		12.4744		  11.2184		0.361882
32 	  0.208 		12.4144		  11.1644		0.348888
33 	  0.21 		12.2962		  11.0581		0.335094
34 	  0.208 		12.4144		  11.1644		0.328365
35 	  0.206 		12.535		  11.2728		0.32208
36 	  0.206 		12.535		  11.2728		0.313134
37 	  0.204 		12.6578		  11.3833		0.307658
38 	  0.208 		12.4144		  11.1644		0.293801
39 	  0.208 		12.4144		  11.1644		0.286267
40 	  0.207 		12.4744		  11.2184		0.280459
41 	  0.209 		12.355		  11.111		0.271
42 	  0.204 		12.6578		  11.3833		0.271032
43 	  0.205 		12.5961		  11.3278		0.263437
44 	  0.205 		12.5961		  11.3278		0.25745
45 	  0.206 		12.535		  11.2728		0.250507
46 	  0.207 		12.4744		  11.2184		0.243877
47 	  0.206 		12.535		  11.2728		0.239847
48 	  0.208 		12.4144		  11.1644		0.232592
49 	  0.205 		12.5961		  11.3278		0.23118
50 	  0.212 		12.1802		  10.9538		0.219075
51 	  0.203 		12.7202		  11.4394		0.224302
52 	  0.212 		12.1802		  10.9538		0.210649
53 	  0.204 		12.6578		  11.3833		0.21478
54 	  0.205 		12.5961		  11.3278		0.209774
55 	  0.205 		12.5961		  11.3278		0.20596
56 	  0.209 		12.355		  11.111		0.198411
57 	  0.207 		12.4744		  11.2184		0.196813
58 	  0.208 		12.4144		  11.1644		0.19249
59 	  0.204 		12.6578		  11.3833		0.192938
60 	  0.217 		11.8995		  10.7014		0.178356
61 	  0.207 		12.4744		  11.2184		0.183907
62 	  0.204 		12.6578		  11.3833		0.183602
63 	  0.208 		12.4144		  11.1644		0.177213
64 	  0.211 		12.2379		  11.0057		0.171964
65 	  0.206 		12.535		  11.2728		0.173428
66 	  0.213 		12.123		  10.9023		0.165187
67 	  0.21 		12.2962		  11.0581		0.165046
68 	  0.215 		12.0102		  10.8009		0.158837
69 	  0.209 		12.355		  11.111		0.161029
70 	  0.209 		12.355		  11.111		0.158729
71 	  0.205 		12.5961		  11.3278		0.159547
72 	  0.211 		12.2379		  11.0057		0.152857
73 	  0.21 		12.2962		  11.0581		0.151481
74 	  0.243 		10.6263		  9.55638		0.12914
75 	  0.211 		12.2379		  11.0057		0.146742
76 	  0.211 		12.2379		  11.0057		0.144812
77 	  0.211 		12.2379		  11.0057		0.142931
78 	  0.212 		12.1802		  10.9538		0.140433
79 	  0.208 		12.4144		  11.1644		0.141322
80 	  0.213 		12.123		  10.9023		0.136279
81 	  0.207 		12.4744		  11.2184		0.138498
82 	  0.211 		12.2379		  11.0057		0.134216
83 	  0.21 		12.2962		  11.0581		0.13323
